sample,trait,value,label
default,max_temp,229.0,degrees
default,min_temp,52.0,degrees
default,mean_temp,134.39710634912743,degrees
default,median_temp,133.0,degrees
default,thermal_frequencies,2.381544274847114,52.885000000000005
default,thermal_frequencies,1.4965445234425496,54.655
default,thermal_frequencies,1.2628648138020186,56.425
default,thermal_frequencies,1.2479490876547505,58.195
default,thermal_frequencies,0.46735941928106195,59.965
default,thermal_frequencies,1.0291851041614877,61.735
default,thermal_frequencies,1.0490727390245116,63.505
default,thermal_frequencies,1.0739322826032915,65.275
default,thermal_frequencies,0.6314324069010093,67.045
default,thermal_frequencies,1.178342365634167,68.815
default,thermal_frequencies,1.0092974692984635,70.58500000000001
default,thermal_frequencies,0.9595783821409039,72.355
default,thermal_frequencies,1.1435390046238751,74.125
default,thermal_frequencies,0.5270223238701337,75.89500000000001
default,thermal_frequencies,1.0739322826032915,77.66499999999999
default,thermal_frequencies,1.0938199174663152,79.435
default,thermal_frequencies,1.2230895440759706,81.205
default,thermal_frequencies,0.6712076766270572,82.975
default,thermal_frequencies,1.2678367225177745,84.745
default,thermal_frequencies,1.3225277183910902,86.515
default,thermal_frequencies,1.2728086312335305,88.285
default,thermal_frequencies,0.701039128921593,90.055
default,thermal_frequencies,1.3623029881171382,91.825
default,thermal_frequencies,1.367274896832894,93.595
default,thermal_frequencies,1.178342365634167,95.36500000000001
default,thermal_frequencies,1.402078257843186,97.135
default,thermal_frequencies,0.5618256848804256,98.905
default,thermal_frequencies,1.0987918261820713,100.675
default,thermal_frequencies,1.153482822055387,102.445
default,thermal_frequencies,1.3623029881171382,104.215
default,thermal_frequencies,0.5618256848804256,105.985
default,thermal_frequencies,1.3076119922438223,107.755
default,thermal_frequencies,1.392134440411674,109.525
default,thermal_frequencies,1.2827524486650426,111.295
default,thermal_frequencies,0.5916571371749615,113.065
default,thermal_frequencies,1.203201909212947,114.83500000000001
default,thermal_frequencies,1.3225277183910902,116.60499999999999
default,thermal_frequencies,1.0888480087505594,118.375
default,thermal_frequencies,1.2827524486650426,120.14500000000001
default,thermal_frequencies,0.6612638591955451,121.91499999999999
default,thermal_frequencies,1.178342365634167,123.685
default,thermal_frequencies,1.138567095908119,125.45500000000001
default,thermal_frequencies,1.0441008303087556,127.22500000000001
default,thermal_frequencies,0.42758414955501417,128.995
default,thermal_frequencies,1.0639884651717795,130.765
default,thermal_frequencies,1.0540446477402674,132.53500000000003
default,thermal_frequencies,0.9645502908566599,134.305
default,thermal_frequencies,0.5916571371749615,136.075
default,thermal_frequencies,0.949634564709392,137.84500000000003
default,thermal_frequencies,1.0789041913190474,139.615
default,thermal_frequencies,1.1236513697608512,141.385
default,thermal_frequencies,1.1683985482026549,143.155
default,thermal_frequencies,0.6115447720379853,144.925
default,thermal_frequencies,0.9794660170039278,146.695
default,thermal_frequencies,1.1286232784766073,148.46499999999997
default,thermal_frequencies,1.0888480087505594,150.235
default,thermal_frequencies,0.5568537761646697,152.005
default,thermal_frequencies,0.9695221995724158,153.77499999999998
default,thermal_frequencies,0.949634564709392,155.54500000000002
default,thermal_frequencies,0.9844379257196837,157.315
default,thermal_frequencies,0.6513200417640332,159.08499999999998
default,thermal_frequencies,0.9446626559936359,160.85500000000002
default,thermal_frequencies,1.1485109133396312,162.625
default,thermal_frequencies,1.0242131954457316,164.39499999999998
default,thermal_frequencies,0.9595783821409039,166.16500000000002
default,thermal_frequencies,0.47730323671257396,167.935
default,thermal_frequencies,1.0291851041614877,169.70499999999998
default,thermal_frequencies,0.9546064734251479,171.47500000000002
default,thermal_frequencies,1.0192412867299756,173.245
default,thermal_frequencies,0.5170785064386217,175.015
default,thermal_frequencies,1.1435390046238751,176.78500000000003
default,thermal_frequencies,1.3623029881171382,178.555
default,thermal_frequencies,1.4517973450007458,180.325
default,thermal_frequencies,0.7955053945209565,182.095
default,thermal_frequencies,1.7252523243673248,183.865
default,thermal_frequencies,1.7003927807885448,185.635
default,thermal_frequencies,1.630786058767961,187.405
default,thermal_frequencies,1.4866007060110376,189.175
default,thermal_frequencies,0.8402525729627605,190.945
default,thermal_frequencies,1.5015164321583057,192.715
default,thermal_frequencies,1.3374434445383583,194.485
default,thermal_frequencies,1.3324715358226022,196.255
default,thermal_frequencies,0.5518818674489137,198.025
default,thermal_frequencies,1.2827524486650426,199.79500000000002
default,thermal_frequencies,1.0391289215929995,201.565
default,thermal_frequencies,1.0490727390245116,203.33499999999998
default,thermal_frequencies,0.5220504151543778,205.10500000000002
default,thermal_frequencies,1.1683985482026549,206.875
default,thermal_frequencies,1.0391289215929995,208.64499999999998
default,thermal_frequencies,0.9595783821409039,210.41500000000002
default,thermal_frequencies,0.9645502908566599,212.185
default,thermal_frequencies,0.35300551881867454,213.95499999999998
default,thermal_frequencies,0.7656739422264207,215.72500000000002
default,thermal_frequencies,0.6761795853428131,217.495
default,thermal_frequencies,0.5518818674489137,219.265
default,thermal_frequencies,0.15412917018843533,221.03500000000003
default,thermal_frequencies,0.30825834037687067,222.805
default,thermal_frequencies,0.19887634863023912,224.575
default,thermal_frequencies,0.054690995873315766,226.345
default,thermal_frequencies,0.009943817431511957,228.115
